role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,142,184,0.00013169999999999998,eval
solver,gpt-4o-mini-2024-07-18,118,258,0.00017249999999999996,eval
solver,gpt-4o-mini-2024-07-18,142,703,0.00044310000000000004,eval
solver,gpt-4o-mini-2024-07-18,199,438,0.00029265000000000004,eval
solver,gpt-4o-mini-2024-07-18,109,5,1.935e-05,eval
solver,gpt-4o-mini-2024-07-18,153,472,0.00030615,eval
solver,gpt-4o-mini-2024-07-18,185,523,0.00034155000000000003,eval
solver,gpt-4o-mini-2024-07-18,163,1068,0.00066525,eval
solver,gpt-4o-mini-2024-07-18,109,11,2.2949999999999995e-05,eval
solver,gpt-4o-mini-2024-07-18,129,432,0.00027855,eval
solver,gpt-4o-mini-2024-07-18,138,143,0.0001065,eval
solver,gpt-4o-mini-2024-07-18,126,13,2.67e-05,eval
solver,gpt-4o-mini-2024-07-18,156,145,0.0001104,eval
solver,gpt-4o-mini-2024-07-18,157,833,0.0005233499999999999,eval
solver,gpt-4o-mini-2024-07-18,130,638,0.0004023,eval
solver,gpt-4o-mini-2024-07-18,138,222,0.00015389999999999997,eval
solver,gpt-4o-mini-2024-07-18,161,597,0.00038234999999999994,eval
solver,gpt-4o-mini-2024-07-18,149,207,0.00014654999999999998,eval
solver,gpt-4o-mini-2024-07-18,152,260,0.0001788,eval
solver,gpt-4o-mini-2024-07-18,170,315,0.0002145,eval
solver,gpt-4o-mini-2024-07-18,118,494,0.0003141,eval
solver,gpt-4o-mini-2024-07-18,103,720,0.00044745,eval
solver,gpt-4o-mini-2024-07-18,111,367,0.00023684999999999998,eval
solver,gpt-4o-mini-2024-07-18,149,295,0.00019935,eval
solver,gpt-4o-mini-2024-07-18,144,682,0.0004308,eval
solver,gpt-4o-mini-2024-07-18,118,248,0.00016649999999999998,eval
solver,gpt-4o-mini-2024-07-18,129,342,0.00022454999999999998,eval
solver,gpt-4o-mini-2024-07-18,119,271,0.00018045,eval
solver,gpt-4o-mini-2024-07-18,184,96,8.519999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,124,600,0.00037860000000000004,eval
solver,gpt-4o-mini-2024-07-18,144,140,0.00010559999999999999,eval
solver,gpt-4o-mini-2024-07-18,120,439,0.00028139999999999996,eval
solver,gpt-4o-mini-2024-07-18,160,623,0.0003978,eval
solver,gpt-4o-mini-2024-07-18,135,561,0.00035685,eval
solver,gpt-4o-mini-2024-07-18,127,375,0.00024405000000000002,eval
solver,gpt-4o-mini-2024-07-18,152,340,0.0002268,eval
solver,gpt-4o-mini-2024-07-18,175,250,0.00017625,eval
solver,gpt-4o-mini-2024-07-18,164,139,0.00010799999999999998,eval
solver,gpt-4o-mini-2024-07-18,191,925,0.00058365,eval
solver,gpt-4o-mini-2024-07-18,190,712,0.00045569999999999996,eval
solver,gpt-4o-mini-2024-07-18,178,652,0.00041789999999999997,eval
solver,gpt-4o-mini-2024-07-18,131,290,0.00019365000000000002,eval
solver,gpt-4o-mini-2024-07-18,148,99,8.159999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,103,514,0.00032385,eval
solver,gpt-4o-mini-2024-07-18,125,440,0.00028275,eval
solver,gpt-4o-mini-2024-07-18,154,17,3.3299999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,131,356,0.00023325,eval
solver,gpt-4o-mini-2024-07-18,120,378,0.0002448,eval
solver,gpt-4o-mini-2024-07-18,151,927,0.0005788499999999999,eval
solver,gpt-4o-mini-2024-07-18,116,12,2.4599999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,95,5,1.725e-05,eval
solver,gpt-4o-mini-2024-07-18,93,5,1.695e-05,eval
solver,gpt-4o-mini-2024-07-18,202,17,4.05e-05,eval
solver,gpt-4o-mini-2024-07-18,120,510,0.000324,eval
solver,gpt-4o-mini-2024-07-18,177,25,4.155e-05,eval
solver,gpt-4o-mini-2024-07-18,120,7,2.22e-05,eval
solver,gpt-4o-mini-2024-07-18,245,9,4.215e-05,eval
solver,gpt-4o-mini-2024-07-18,96,4,1.68e-05,eval
solver,gpt-4o-mini-2024-07-18,108,8,2.1e-05,eval
solver,gpt-4o-mini-2024-07-18,103,5,1.8449999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,96,5,1.74e-05,eval
solver,gpt-4o-mini-2024-07-18,175,6,2.985e-05,eval
solver,gpt-4o-mini-2024-07-18,100,5,1.8e-05,eval
solver,gpt-4o-mini-2024-07-18,94,5,1.7100000000000002e-05,eval
solver,gpt-4o-mini-2024-07-18,99,9,2.025e-05,eval
solver,gpt-4o-mini-2024-07-18,108,5,1.92e-05,eval
solver,gpt-4o-mini-2024-07-18,94,5,1.7100000000000002e-05,eval
solver,gpt-4o-mini-2024-07-18,99,4,1.725e-05,eval
solver,gpt-4o-mini-2024-07-18,138,6,2.4299999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,160,28,4.0799999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,154,14,3.15e-05,eval
solver,gpt-4o-mini-2024-07-18,97,5,1.7549999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,96,5,1.74e-05,eval
solver,gpt-4o-mini-2024-07-18,206,28,4.77e-05,eval
solver,gpt-4o-mini-2024-07-18,100,6,1.86e-05,eval
solver,gpt-4o-mini-2024-07-18,101,7,1.935e-05,eval
solver,gpt-4o-mini-2024-07-18,99,6,1.8449999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,94,6,1.77e-05,eval
solver,gpt-4o-mini-2024-07-18,167,39,4.8450000000000005e-05,eval
solver,gpt-4o-mini-2024-07-18,148,23,3.6e-05,eval
solver,gpt-4o-mini-2024-07-18,118,8,2.25e-05,eval
solver,gpt-4o-mini-2024-07-18,114,10,2.31e-05,eval
solver,gpt-4o-mini-2024-07-18,92,5,1.68e-05,eval
solver,gpt-4o-mini-2024-07-18,107,5,1.9050000000000002e-05,eval
solver,gpt-4o-mini-2024-07-18,101,5,1.8149999999999997e-05,eval
solver,gpt-4o-mini-2024-07-18,95,7,1.8449999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,143,26,3.705e-05,eval
solver,gpt-4o-mini-2024-07-18,115,6,2.0850000000000002e-05,eval
solver,gpt-4o-mini-2024-07-18,128,8,2.4e-05,eval
solver,gpt-4o-mini-2024-07-18,93,5,1.695e-05,eval
solver,gpt-4o-mini-2024-07-18,112,5,1.98e-05,eval
solver,gpt-4o-mini-2024-07-18,142,25,3.6299999999999995e-05,eval
solver,gpt-4o-mini-2024-07-18,121,20,3.0149999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,132,9,2.52e-05,eval
solver,gpt-4o-mini-2024-07-18,120,6,2.16e-05,eval
solver,gpt-4o-mini-2024-07-18,97,4,1.695e-05,eval
solver,gpt-4o-mini-2024-07-18,115,5,2.025e-05,eval
solver,gpt-4o-mini-2024-07-18,168,6,2.88e-05,eval
solver,gpt-4o-mini-2024-07-18,100,7,1.92e-05,eval
solver,gpt-4o-mini-2024-07-18,257,16,4.815e-05,eval
solver,gpt-4o-mini-2024-07-18,160,5,2.7e-05,eval
solver,gpt-4o-mini-2024-07-18,130,12,2.67e-05,eval
solver,gpt-4o-mini-2024-07-18,111,13,2.4449999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,121,7,2.2349999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,188,16,3.78e-05,eval
solver,gpt-4o-mini-2024-07-18,175,42,5.1450000000000004e-05,eval
solver,gpt-4o-mini-2024-07-18,212,199,0.0001512,eval
solver,gpt-4o-mini-2024-07-18,195,30,4.725e-05,eval
solver,gpt-4o-mini-2024-07-18,221,133,0.00011295,eval
solver,gpt-4o-mini-2024-07-18,144,14,3e-05,eval
solver,gpt-4o-mini-2024-07-18,129,8,2.4149999999999997e-05,eval
solver,gpt-4o-mini-2024-07-18,144,23,3.54e-05,eval
solver,gpt-4o-mini-2024-07-18,201,228,0.00016695,eval
solver,gpt-4o-mini-2024-07-18,117,124,9.194999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,136,17,3.06e-05,eval
solver,gpt-4o-mini-2024-07-18,140,16,3.06e-05,eval
solver,gpt-4o-mini-2024-07-18,226,11,4.05e-05,eval
solver,gpt-4o-mini-2024-07-18,222,11,3.99e-05,eval
solver,gpt-4o-mini-2024-07-18,131,10,2.565e-05,eval
solver,gpt-4o-mini-2024-07-18,218,14,4.1099999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,198,14,3.8100000000000005e-05,eval
solver,gpt-4o-mini-2024-07-18,130,9,2.49e-05,eval
solver,gpt-4o-mini-2024-07-18,115,11,2.385e-05,eval
solver,gpt-4o-mini-2024-07-18,170,14,3.39e-05,eval
solver,gpt-4o-mini-2024-07-18,240,19,4.74e-05,eval
solver,gpt-4o-mini-2024-07-18,119,5,2.085e-05,eval
solver,gpt-4o-mini-2024-07-18,138,14,2.9100000000000003e-05,eval
solver,gpt-4o-mini-2024-07-18,141,11,2.775e-05,eval
solver,gpt-4o-mini-2024-07-18,134,13,2.7899999999999997e-05,eval
solver,gpt-4o-mini-2024-07-18,122,5,2.13e-05,eval
solver,gpt-4o-mini-2024-07-18,201,11,3.675e-05,eval
solver,gpt-4o-mini-2024-07-18,110,4,1.89e-05,eval
solver,gpt-4o-mini-2024-07-18,153,19,3.435e-05,eval
solver,gpt-4o-mini-2024-07-18,128,6,2.28e-05,eval
solver,gpt-4o-mini-2024-07-18,195,31,4.785e-05,eval
solver,gpt-4o-mini-2024-07-18,131,10,2.565e-05,eval
solver,gpt-4o-mini-2024-07-18,129,7,2.3549999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,181,14,3.555e-05,eval
solver,gpt-4o-mini-2024-07-18,177,21,3.9149999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,245,142,0.00012195,eval
solver,gpt-4o-mini-2024-07-18,157,19,3.495e-05,eval
solver,gpt-4o-mini-2024-07-18,127,7,2.325e-05,eval
solver,gpt-4o-mini-2024-07-18,133,18,3.075e-05,eval
solver,gpt-4o-mini-2024-07-18,196,929,0.0005868,eval
solver,gpt-4o-mini-2024-07-18,128,12,2.6399999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,127,11,2.565e-05,eval
solver,gpt-4o-mini-2024-07-18,228,431,0.00029279999999999996,eval
solver,gpt-4o-mini-2024-07-18,143,174,0.00012585,eval
solver,gpt-4o-mini-2024-07-18,140,192,0.00013619999999999998,eval
