role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,169,400,0.00026535,eval
solver,gpt-4o-mini-2024-07-18,145,574,0.00036615,eval
solver,gpt-4o-mini-2024-07-18,226,465,0.00031289999999999996,eval
solver,gpt-4o-mini-2024-07-18,169,924,0.00057975,eval
solver,gpt-4o-mini-2024-07-18,136,502,0.00032159999999999996,eval
solver,gpt-4o-mini-2024-07-18,180,469,0.00030839999999999996,eval
solver,gpt-4o-mini-2024-07-18,190,1279,0.0007959,eval
solver,gpt-4o-mini-2024-07-18,136,259,0.00017580000000000002,eval
solver,gpt-4o-mini-2024-07-18,212,650,0.0004218,eval
solver,gpt-4o-mini-2024-07-18,156,779,0.0004908,eval
solver,gpt-4o-mini-2024-07-18,165,251,0.00017535,eval
solver,gpt-4o-mini-2024-07-18,184,915,0.0005766,eval
solver,gpt-4o-mini-2024-07-18,157,685,0.00043455,eval
solver,gpt-4o-mini-2024-07-18,153,633,0.00040275,eval
solver,gpt-4o-mini-2024-07-18,183,361,0.00024405,eval
solver,gpt-4o-mini-2024-07-18,179,320,0.00021885,eval
solver,gpt-4o-mini-2024-07-18,188,570,0.0003702,eval
solver,gpt-4o-mini-2024-07-18,165,593,0.00038055,eval
solver,gpt-4o-mini-2024-07-18,176,322,0.0002196,eval
solver,gpt-4o-mini-2024-07-18,145,496,0.00031935,eval
solver,gpt-4o-mini-2024-07-18,197,446,0.00029715,eval
solver,gpt-4o-mini-2024-07-18,138,464,0.00029909999999999995,eval
solver,gpt-4o-mini-2024-07-18,171,718,0.00045645,eval
solver,gpt-4o-mini-2024-07-18,145,426,0.00027735000000000005,eval
solver,gpt-4o-mini-2024-07-18,176,650,0.0004164,eval
solver,gpt-4o-mini-2024-07-18,130,1477,0.0009057,eval
solver,gpt-4o-mini-2024-07-18,156,386,0.000255,eval
solver,gpt-4o-mini-2024-07-18,151,697,0.00044084999999999996,eval
solver,gpt-4o-mini-2024-07-18,146,515,0.00033089999999999997,eval
solver,gpt-4o-mini-2024-07-18,211,392,0.00026684999999999995,eval
solver,gpt-4o-mini-2024-07-18,171,380,0.00025365,eval
