role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,131,262,0.00017685,eval
solver,gpt-4o-mini-2024-07-18,107,302,0.00019725,eval
solver,gpt-4o-mini-2024-07-18,131,768,0.00048044999999999994,eval
solver,gpt-4o-mini-2024-07-18,188,456,0.00030179999999999996,eval
solver,gpt-4o-mini-2024-07-18,98,4,1.71e-05,eval
solver,gpt-4o-mini-2024-07-18,142,402,0.0002625,eval
solver,gpt-4o-mini-2024-07-18,174,545,0.0003531,eval
solver,gpt-4o-mini-2024-07-18,152,1017,0.0006329999999999999,eval
solver,gpt-4o-mini-2024-07-18,98,4,1.71e-05,eval
solver,gpt-4o-mini-2024-07-18,127,4,2.145e-05,eval
solver,gpt-4o-mini-2024-07-18,118,708,0.0004425,eval
solver,gpt-4o-mini-2024-07-18,146,825,0.0005168999999999999,eval
solver,gpt-4o-mini-2024-07-18,119,480,0.00030585000000000003,eval
solver,gpt-4o-mini-2024-07-18,145,168,0.00012255,eval
solver,gpt-4o-mini-2024-07-18,115,480,0.00030525,eval
solver,gpt-4o-mini-2024-07-18,141,228,0.00015795,eval
solver,gpt-4o-mini-2024-07-18,127,382,0.00024825,eval
solver,gpt-4o-mini-2024-07-18,150,584,0.00037289999999999996,eval
solver,gpt-4o-mini-2024-07-18,138,290,0.0001947,eval
solver,gpt-4o-mini-2024-07-18,159,275,0.00018884999999999998,eval
solver,gpt-4o-mini-2024-07-18,107,473,0.00029985,eval
solver,gpt-4o-mini-2024-07-18,100,381,0.00024359999999999999,eval
solver,gpt-4o-mini-2024-07-18,133,638,0.00040275,eval
solver,gpt-4o-mini-2024-07-18,92,1007,0.0006179999999999998,eval
solver,gpt-4o-mini-2024-07-18,107,291,0.00019065,eval
solver,gpt-4o-mini-2024-07-18,138,361,0.0002373,eval
solver,gpt-4o-mini-2024-07-18,108,349,0.00022559999999999998,eval
solver,gpt-4o-mini-2024-07-18,118,397,0.0002559,eval
solver,gpt-4o-mini-2024-07-18,113,587,0.00036915,eval
solver,gpt-4o-mini-2024-07-18,173,298,0.00020474999999999996,eval
solver,gpt-4o-mini-2024-07-18,133,348,0.00022874999999999998,eval
solver,gpt-4o-mini-2024-07-18,109,589,0.00036975,eval
solver,gpt-4o-mini-2024-07-18,124,554,0.000351,eval
solver,gpt-4o-mini-2024-07-18,149,748,0.00047115000000000004,eval
solver,gpt-4o-mini-2024-07-18,116,373,0.00024119999999999998,eval
solver,gpt-4o-mini-2024-07-18,141,235,0.00016215,eval
solver,gpt-4o-mini-2024-07-18,164,262,0.00018179999999999997,eval
solver,gpt-4o-mini-2024-07-18,153,228,0.00015974999999999998,eval
solver,gpt-4o-mini-2024-07-18,179,717,0.00045705,eval
solver,gpt-4o-mini-2024-07-18,180,833,0.0005267999999999999,eval
solver,gpt-4o-mini-2024-07-18,120,305,0.000201,eval
solver,gpt-4o-mini-2024-07-18,167,642,0.00041025,eval
solver,gpt-4o-mini-2024-07-18,92,512,0.000321,eval
solver,gpt-4o-mini-2024-07-18,137,426,0.00027614999999999996,eval
solver,gpt-4o-mini-2024-07-18,114,355,0.00023009999999999998,eval
solver,gpt-4o-mini-2024-07-18,120,366,0.0002376,eval
solver,gpt-4o-mini-2024-07-18,143,547,0.00034964999999999996,eval
solver,gpt-4o-mini-2024-07-18,109,428,0.00027315000000000005,eval
solver,gpt-4o-mini-2024-07-18,140,1410,0.000867,eval
solver,gpt-4o-mini-2024-07-18,109,357,0.00023055,eval
solver,gpt-4o-mini-2024-07-18,188,266,0.00018779999999999998,eval
solver,gpt-4o-mini-2024-07-18,131,325,0.00021465,eval
solver,gpt-4o-mini-2024-07-18,92,4,1.62e-05,eval
solver,gpt-4o-mini-2024-07-18,114,232,0.00015629999999999998,eval
solver,gpt-4o-mini-2024-07-18,86,277,0.0001791,eval
solver,gpt-4o-mini-2024-07-18,198,843,0.0005355,eval
solver,gpt-4o-mini-2024-07-18,128,837,0.0005214,eval
solver,gpt-4o-mini-2024-07-18,96,4,1.68e-05,eval
solver,gpt-4o-mini-2024-07-18,143,184,0.00013185,eval
solver,gpt-4o-mini-2024-07-18,119,843,0.00052365,eval
solver,gpt-4o-mini-2024-07-18,114,417,0.0002673,eval
solver,gpt-4o-mini-2024-07-18,154,4,2.5499999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,126,704,0.00044129999999999994,eval
solver,gpt-4o-mini-2024-07-18,172,305,0.0002088,eval
solver,gpt-4o-mini-2024-07-18,106,391,0.0002505,eval
solver,gpt-4o-mini-2024-07-18,94,480,0.0003021,eval
solver,gpt-4o-mini-2024-07-18,134,242,0.00016529999999999998,simple:baseline
solver,gpt-4o-mini-2024-07-18,106,379,0.0002433,simple:baseline
solver,gpt-4o-mini-2024-07-18,176,353,0.0002382,simple:baseline
solver,gpt-4o-mini-2024-07-18,128,383,0.000249,simple:baseline
solver,gpt-4o-mini-2024-07-18,106,331,0.0002145,simple:baseline
solver,gpt-4o-mini-2024-07-18,155,4,2.565e-05,simple:baseline
solver,gpt-4o-mini-2024-07-18,135,4,2.2649999999999998e-05,simple:baseline
solver,gpt-4o-mini-2024-07-18,147,755,0.00047505000000000003,simple:baseline
solver,gpt-4o-mini-2024-07-18,193,206,0.00015255,simple:baseline
solver,gpt-4o-mini-2024-07-18,119,635,0.00039885,simple:baseline
solver,gpt-4o-mini-2024-07-18,91,398,0.00025245,simple:baseline
solver,gpt-4o-mini-2024-07-18,158,608,0.0003885,simple:baseline
solver,gpt-4o-mini-2024-07-18,146,4,2.4299999999999998e-05,simple:baseline
solver,gpt-4o-mini-2024-07-18,94,544,0.0003405,simple:baseline
solver,gpt-4o-mini-2024-07-18,143,4,2.3849999999999997e-05,simple:baseline
solver,gpt-4o-mini-2024-07-18,170,594,0.00038189999999999996,simple:baseline
solver,gpt-4o-mini-2024-07-18,91,409,0.00025905,simple:baseline
solver,gpt-4o-mini-2024-07-18,128,4,2.1599999999999996e-05,simple:baseline
solver,gpt-4o-mini-2024-07-18,107,432,0.00027525,simple:baseline
solver,gpt-4o-mini-2024-07-18,121,4,2.0549999999999998e-05,simple:baseline
solver,gpt-4o-mini-2024-07-18,123,959,0.00059385,simple:baseline
solver,gpt-4o-mini-2024-07-18,110,637,0.0003987,simple:baseline
solver,gpt-4o-mini-2024-07-18,156,283,0.00019319999999999998,simple:baseline
solver,gpt-4o-mini-2024-07-18,102,345,0.0002223,simple:baseline
solver,gpt-4o-mini-2024-07-18,93,754,0.00046635,simple:baseline
solver,gpt-4o-mini-2024-07-18,137,1060,0.00065655,simple:baseline
solver,gpt-4o-mini-2024-07-18,163,1026,0.0006400500000000001,simple:baseline
solver,gpt-4o-mini-2024-07-18,129,625,0.00039435,simple:baseline
