role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,131,261,0.00017625,eval
solver,gpt-4o-mini-2024-07-18,107,337,0.00021825,eval
solver,gpt-4o-mini-2024-07-18,188,429,0.00028559999999999995,eval
solver,gpt-4o-mini-2024-07-18,131,916,0.00056925,eval
solver,gpt-4o-mini-2024-07-18,98,4,1.71e-05,eval
solver,gpt-4o-mini-2024-07-18,152,927,0.0005789999999999999,eval
solver,gpt-4o-mini-2024-07-18,174,537,0.0003483,eval
solver,gpt-4o-mini-2024-07-18,142,410,0.0002673,eval
solver,gpt-4o-mini-2024-07-18,98,4,1.71e-05,eval
solver,gpt-4o-mini-2024-07-18,127,4,2.145e-05,eval
solver,gpt-4o-mini-2024-07-18,118,576,0.00036329999999999994,eval
solver,gpt-4o-mini-2024-07-18,146,635,0.0004029,eval
solver,gpt-4o-mini-2024-07-18,145,183,0.00013155,eval
solver,gpt-4o-mini-2024-07-18,115,628,0.00039405,eval
solver,gpt-4o-mini-2024-07-18,119,778,0.00048465,eval
solver,gpt-4o-mini-2024-07-18,141,226,0.00015675,eval
solver,gpt-4o-mini-2024-07-18,127,458,0.00029385,eval
solver,gpt-4o-mini-2024-07-18,150,502,0.0003237,eval
solver,gpt-4o-mini-2024-07-18,138,334,0.0002211,eval
solver,gpt-4o-mini-2024-07-18,159,334,0.00022425,eval
solver,gpt-4o-mini-2024-07-18,107,461,0.00029265,eval
solver,gpt-4o-mini-2024-07-18,133,440,0.00028395,eval
solver,gpt-4o-mini-2024-07-18,100,381,0.00024359999999999999,eval
solver,gpt-4o-mini-2024-07-18,92,976,0.0005993999999999999,eval
solver,gpt-4o-mini-2024-07-18,138,387,0.00025289999999999997,eval
solver,gpt-4o-mini-2024-07-18,107,360,0.00023205,eval
solver,gpt-4o-mini-2024-07-18,118,398,0.0002565,eval
solver,gpt-4o-mini-2024-07-18,113,587,0.00036915,eval
solver,gpt-4o-mini-2024-07-18,108,434,0.00027659999999999995,eval
solver,gpt-4o-mini-2024-07-18,173,287,0.00019814999999999996,eval
solver,gpt-4o-mini-2024-07-18,133,332,0.00021915,eval
solver,gpt-4o-mini-2024-07-18,109,612,0.00038355,eval
solver,gpt-4o-mini-2024-07-18,149,716,0.00045195,eval
solver,gpt-4o-mini-2024-07-18,124,554,0.000351,eval
solver,gpt-4o-mini-2024-07-18,116,374,0.00024180000000000002,eval
solver,gpt-4o-mini-2024-07-18,141,235,0.00016215,eval
solver,gpt-4o-mini-2024-07-18,164,320,0.0002166,eval
solver,gpt-4o-mini-2024-07-18,153,235,0.00016395,eval
solver,gpt-4o-mini-2024-07-18,179,676,0.00043244999999999997,eval
solver,gpt-4o-mini-2024-07-18,180,928,0.0005838,eval
solver,gpt-4o-mini-2024-07-18,167,642,0.00041025,eval
solver,gpt-4o-mini-2024-07-18,120,355,0.000231,eval
solver,gpt-4o-mini-2024-07-18,92,674,0.0004182,eval
solver,gpt-4o-mini-2024-07-18,137,427,0.00027675,eval
solver,gpt-4o-mini-2024-07-18,114,396,0.0002547,eval
solver,gpt-4o-mini-2024-07-18,120,366,0.0002376,eval
solver,gpt-4o-mini-2024-07-18,143,532,0.00034064999999999996,eval
solver,gpt-4o-mini-2024-07-18,109,332,0.00021554999999999998,eval
solver,gpt-4o-mini-2024-07-18,140,1471,0.0009036000000000001,eval
solver,gpt-4o-mini-2024-07-18,188,205,0.0001512,eval
solver,gpt-4o-mini-2024-07-18,109,359,0.00023175,eval
solver,gpt-4o-mini-2024-07-18,92,4,1.62e-05,eval
solver,gpt-4o-mini-2024-07-18,131,310,0.00020565,eval
solver,gpt-4o-mini-2024-07-18,198,708,0.0004545,eval
solver,gpt-4o-mini-2024-07-18,114,453,0.00028890000000000003,eval
solver,gpt-4o-mini-2024-07-18,86,292,0.0001881,eval
solver,gpt-4o-mini-2024-07-18,143,177,0.00012765,eval
solver,gpt-4o-mini-2024-07-18,128,862,0.0005364,eval
solver,gpt-4o-mini-2024-07-18,96,4,1.68e-05,eval
solver,gpt-4o-mini-2024-07-18,119,889,0.00055125,eval
solver,gpt-4o-mini-2024-07-18,114,417,0.0002673,eval
solver,gpt-4o-mini-2024-07-18,154,4,2.5499999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,172,322,0.000219,eval
solver,gpt-4o-mini-2024-07-18,126,1025,0.0006339,eval
solver,gpt-4o-mini-2024-07-18,94,486,0.0003057,eval
solver,gpt-4o-mini-2024-07-18,106,391,0.0002505,eval
solver,gpt-4o-mini-2024-07-18,134,215,0.0001491,reflect:baseline
solver,gpt-4o-mini-2024-07-18,176,277,0.0001926,reflect:baseline
solver,gpt-4o-mini-2024-07-18,106,397,0.0002541,reflect:baseline
solver,gpt-4o-mini-2024-07-18,128,383,0.000249,reflect:baseline
solver,gpt-4o-mini-2024-07-18,106,338,0.00021869999999999998,reflect:baseline
solver,gpt-4o-mini-2024-07-18,155,4,2.565e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,135,4,2.2649999999999998e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,193,257,0.00018314999999999998,reflect:baseline
solver,gpt-4o-mini-2024-07-18,147,752,0.00047325,reflect:baseline
solver,gpt-4o-mini-2024-07-18,119,656,0.00041145,reflect:baseline
solver,gpt-4o-mini-2024-07-18,91,398,0.00025245,reflect:baseline
solver,gpt-4o-mini-2024-07-18,158,609,0.00038909999999999997,reflect:baseline
solver,gpt-4o-mini-2024-07-18,146,4,2.4299999999999998e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,94,544,0.0003405,reflect:baseline
solver,gpt-4o-mini-2024-07-18,143,4,2.3849999999999997e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,170,544,0.0003519,reflect:baseline
solver,gpt-4o-mini-2024-07-18,91,476,0.00029924999999999993,reflect:baseline
solver,gpt-4o-mini-2024-07-18,128,4,2.1599999999999996e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,107,445,0.00028305,reflect:baseline
solver,gpt-4o-mini-2024-07-18,121,4,2.0549999999999998e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,123,987,0.00061065,reflect:baseline
solver,gpt-4o-mini-2024-07-18,110,638,0.0003993,reflect:baseline
solver,gpt-4o-mini-2024-07-18,156,465,0.0003024,reflect:baseline
solver,gpt-4o-mini-2024-07-18,102,392,0.0002505,reflect:baseline
solver,gpt-4o-mini-2024-07-18,93,597,0.00037214999999999997,reflect:baseline
solver,gpt-4o-mini-2024-07-18,129,625,0.00039435,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,163,904,0.00056685,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,137,1077,0.0006667499999999999,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,128,4,2.1599999999999996e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,152,560,0.0003588,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,159,519,0.00033525,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,106,4,1.8299999999999998e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,207,496,0.00032865,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,162,569,0.0003657,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,138,839,0.0005241,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,142,354,0.00023370000000000002,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,120,839,0.0005214,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,144,4,2.3999999999999997e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,132,476,0.0003054,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,126,635,0.00039989999999999996,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,190,815,0.0005175,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,90,323,0.00020729999999999997,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,89,540,0.00033735000000000004,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,102,121,8.79e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,97,475,0.00029955,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,80,473,0.00029580000000000003,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,95,4,1.6649999999999998e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,131,4,2.2049999999999997e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,119,339,0.00022125,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,219,565,0.00037185,reflect:baseline-val
optimizer,gpt-5-2025-08-07,4973,4912,0.05533625,reflect:rewrite-r1
solver,gpt-4o-mini-2024-07-18,971,318,0.00033644999999999997,reflect:round1
solver,gpt-4o-mini-2024-07-18,929,401,0.00037995,reflect:round1
solver,gpt-4o-mini-2024-07-18,901,444,0.00040155,reflect:round1
solver,gpt-4o-mini-2024-07-18,923,447,0.00040665,reflect:round1
solver,gpt-4o-mini-2024-07-18,901,432,0.00039435,reflect:round1
solver,gpt-4o-mini-2024-07-18,950,383,0.00037229999999999994,reflect:round1
solver,gpt-4o-mini-2024-07-18,914,546,0.0004646999999999999,reflect:round1
solver,gpt-4o-mini-2024-07-18,942,922,0.0006944999999999999,reflect:round1
solver,gpt-4o-mini-2024-07-18,930,326,0.0003351,reflect:round1
solver,gpt-4o-mini-2024-07-18,886,347,0.0003411,reflect:round1
solver,gpt-4o-mini-2024-07-18,988,608,0.000513,reflect:round1
solver,gpt-4o-mini-2024-07-18,953,541,0.00046754999999999995,reflect:round1
solver,gpt-4o-mini-2024-07-18,889,667,0.0005335499999999999,reflect:round1
solver,gpt-4o-mini-2024-07-18,941,555,0.00047414999999999995,reflect:round1
solver,gpt-4o-mini-2024-07-18,965,761,0.00060135,reflect:round1
solver,gpt-4o-mini-2024-07-18,938,310,0.00032669999999999997,reflect:round1
solver,gpt-4o-mini-2024-07-18,886,447,0.00040110000000000005,reflect:round1
solver,gpt-4o-mini-2024-07-18,923,230,0.00027644999999999997,reflect:round1
solver,gpt-4o-mini-2024-07-18,902,493,0.0004311,reflect:round1
solver,gpt-4o-mini-2024-07-18,918,1120,0.0008097,reflect:round1
solver,gpt-4o-mini-2024-07-18,916,252,0.0002886,reflect:round1
solver,gpt-4o-mini-2024-07-18,905,693,0.0005515499999999999,reflect:round1
solver,gpt-4o-mini-2024-07-18,951,605,0.00050565,reflect:round1
solver,gpt-4o-mini-2024-07-18,897,399,0.00037394999999999996,reflect:round1
solver,gpt-4o-mini-2024-07-18,888,910,0.0006792,reflect:round1
solver,gpt-4o-mini-2024-07-18,932,812,0.000627,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,958,918,0.0006945,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,924,747,0.0005868,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,923,263,0.00029625,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,947,492,0.00043725,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,954,665,0.0005421,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,901,210,0.00026115,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,957,681,0.00055215,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,1002,727,0.0005865,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,937,420,0.00039255,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,915,449,0.00040665,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,933,793,0.00061575,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,939,272,0.00030404999999999994,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,921,739,0.0005815499999999999,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,927,391,0.00037365,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,985,910,0.00069375,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,884,598,0.0004914,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,885,599,0.00049215,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,897,137,0.00021675,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,892,475,0.00041879999999999993,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,875,460,0.00040725,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,914,326,0.0003327,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,890,316,0.00032310000000000005,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,926,277,0.00030510000000000004,reflect:round1-val
solver,gpt-4o-mini-2024-07-18,1014,574,0.0004965,reflect:round1-val
optimizer,gpt-5-2025-08-07,8270,6943,0.0797675,reflect:rewrite-r2
solver,gpt-4o-mini-2024-07-18,1335,225,0.00033525,reflect:round2
solver,gpt-4o-mini-2024-07-18,1293,441,0.00045854999999999995,reflect:round2
solver,gpt-4o-mini-2024-07-18,1265,433,0.00044955,reflect:round2
solver,gpt-4o-mini-2024-07-18,1287,492,0.00048825,reflect:round2
solver,gpt-4o-mini-2024-07-18,1265,466,0.00046934999999999994,reflect:round2
solver,gpt-4o-mini-2024-07-18,1314,374,0.0004215,reflect:round2
solver,gpt-4o-mini-2024-07-18,1306,882,0.0007250999999999999,reflect:round2
solver,gpt-4o-mini-2024-07-18,1278,549,0.0005210999999999999,reflect:round2
solver,gpt-4o-mini-2024-07-18,1294,328,0.00039089999999999996,reflect:round2
solver,gpt-4o-mini-2024-07-18,1352,506,0.0005064,reflect:round2
solver,gpt-4o-mini-2024-07-18,1250,351,0.00039810000000000003,reflect:round2
solver,gpt-4o-mini-2024-07-18,1317,541,0.00052215,reflect:round2
solver,gpt-4o-mini-2024-07-18,1253,637,0.00057015,reflect:round2
solver,gpt-4o-mini-2024-07-18,1305,498,0.00049455,reflect:round2
solver,gpt-4o-mini-2024-07-18,1329,558,0.00053415,reflect:round2
solver,gpt-4o-mini-2024-07-18,1250,442,0.0004527,reflect:round2
solver,gpt-4o-mini-2024-07-18,1302,274,0.0003597,reflect:round2
solver,gpt-4o-mini-2024-07-18,1287,226,0.00032865,reflect:round2
solver,gpt-4o-mini-2024-07-18,1266,413,0.0004377,reflect:round2
solver,gpt-4o-mini-2024-07-18,1280,259,0.0003474,reflect:round2
solver,gpt-4o-mini-2024-07-18,1282,1239,0.0009356999999999999,reflect:round2
solver,gpt-4o-mini-2024-07-18,1269,686,0.00060195,reflect:round2
solver,gpt-4o-mini-2024-07-18,1315,559,0.00053265,reflect:round2
solver,gpt-4o-mini-2024-07-18,1261,394,0.00042554999999999996,reflect:round2
solver,gpt-4o-mini-2024-07-18,1252,768,0.0006485999999999999,reflect:round2
solver,gpt-4o-mini-2024-07-18,1288,625,0.0005682,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1322,859,0.0007137,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1311,432,0.00045585000000000005,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1296,1263,0.0009521999999999999,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1287,263,0.00035085,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1318,583,0.0005475,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1265,309,0.00037515,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1366,718,0.0006357,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1321,626,0.00057375,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1279,347,0.00040004999999999994,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1301,402,0.00043635,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1297,838,0.0006973499999999999,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1303,271,0.00035804999999999995,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1291,364,0.00041205,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1285,789,0.00066615,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1248,525,0.0005022,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1249,483,0.00047714999999999997,reflect:round2-val
solver,gpt-4o-mini-2024-07-18,1349,931,0.00076095,reflect:round2-val
