role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4.1-mini-2025-04-14,145,24,9.640000000000001e-05,eval
solver,gpt-4.1-mini-2025-04-14,218,81,0.0002168,eval
solver,gpt-4.1-mini-2025-04-14,220,86,0.00022559999999999998,eval
solver,gpt-4.1-mini-2025-04-14,284,136,0.00033120000000000003,eval
external,gpt-4.1-2025-04-14,119,151,0.001446,eval
external,gpt-4.1-2025-04-14,174,185,0.001828,eval
external,gpt-4.1-2025-04-14,124,170,0.001608,eval
solver,gpt-4.1-mini-2025-04-14,455,138,0.00040280000000000003,eval
solver,gpt-4.1-mini-2025-04-14,482,103,0.0003576,eval
solver,gpt-4.1-mini-2025-04-14,610,165,0.000508,eval
external,gpt-4.1-2025-04-14,62,435,0.003604,eval
judge,gpt-5-2025-08-07,405,335,0.00385625,eval:judge
solver,gpt-4.1-mini-2025-04-14,610,414,0.0009064000000000001,eval
judge,gpt-5-2025-08-07,561,399,0.00469125,eval:judge
solver,gpt-4.1-mini-2025-04-14,426,213,0.0005112000000000001,eval
solver,gpt-4.1-mini-2025-04-14,3273,103,0.001474,eval
judge,gpt-5-2025-08-07,450,718,0.0077425,eval:judge
external,gpt-4.1-2025-04-14,251,312,0.002998,eval
solver,gpt-4.1-mini-2025-04-14,470,113,0.0003688,eval
external,gpt-4.1-2025-04-14,151,138,0.001406,eval
external,gpt-4.1-2025-04-14,141,815,0.006802,eval
solver,gpt-4.1-mini-2025-04-14,956,250,0.0007824,eval
judge,gpt-5-2025-08-07,928,873,0.00989,eval:judge
solver,gpt-4.1-mini-2025-04-14,144,27,0.00010080000000000001,eval
solver,gpt-4.1-mini-2025-04-14,726,747,0.0014856000000000001,eval
external,gpt-4.1-2025-04-14,65,564,0.004642,eval
judge,gpt-5-2025-08-07,845,719,0.00824625,eval:judge
solver,gpt-4.1-mini-2025-04-14,157,22,9.8e-05,eval
external,gpt-4.1-2025-04-14,60,35,0.0004,eval
judge,gpt-5-2025-08-07,1310,591,0.0075475,eval:judge
solver,gpt-4.1-mini-2025-04-14,740,433,0.0009888,eval
solver,gpt-4.1-mini-2025-04-14,220,22,0.0001232,eval
solver,gpt-4.1-mini-2025-04-14,4196,1292,0.0037456000000000004,eval
solver,gpt-4.1-mini-2025-04-14,1323,125,0.0007292,eval
judge,gpt-5-2025-08-07,198,463,0.0048775,eval:judge
solver,gpt-4.1-mini-2025-04-14,172,50,0.0001488,eval
external,gpt-4.1-2025-04-14,163,712,0.006022,eval
judge,gpt-5-2025-08-07,1223,1231,0.01383875,eval:judge
external,gpt-4.1-2025-04-14,88,290,0.002496,eval
solver,gpt-4.1-mini-2025-04-14,398,288,0.00062,eval
solver,gpt-4.1-mini-2025-04-14,518,264,0.0006296,eval
solver,gpt-4.1-mini-2025-04-14,2166,816,0.002172,eval
external,gpt-4.1-2025-04-14,326,439,0.004164,eval
judge,gpt-5-2025-08-07,621,463,0.00540625,eval:judge
judge,gpt-5-2025-08-07,5275,2292,0.02951375,eval:judge
judge,gpt-5-2025-08-07,2498,527,0.0083925,eval:judge
solver,gpt-4.1-mini-2025-04-14,1131,481,0.001222,eval
solver,gpt-4.1-mini-2025-04-14,254,86,0.0002392,eval
solver,gpt-4.1-mini-2025-04-14,595,313,0.0007388,eval
solver,gpt-4.1-mini-2025-04-14,798,212,0.0006584000000000001,eval
external,gpt-4.1-2025-04-14,124,416,0.003576,eval
external,gpt-4.1-2025-04-14,351,616,0.00563,eval
solver,gpt-4.1-mini-2025-04-14,762,506,0.0011144,eval
judge,gpt-5-2025-08-07,1136,1487,0.01629,eval:judge
solver,gpt-4.1-mini-2025-04-14,3353,138,0.001562,eval
external,gpt-4.1-2025-04-14,176,146,0.00152,eval
external,gpt-4.1-2025-04-14,250,1235,0.01038,eval
solver,gpt-4.1-mini-2025-04-14,1529,633,0.0016244,eval
solver,gpt-4.1-mini-2025-04-14,3642,161,0.0017144,eval
judge,gpt-5-2025-08-07,1255,783,0.00939875,eval:judge
solver,gpt-4.1-mini-2025-04-14,161,40,0.0001284,eval
judge,gpt-5-2025-08-07,3670,598,0.0105675,eval:judge
solver,gpt-4.1-mini-2025-04-14,2250,1428,0.0031848000000000002,eval
external,gpt-4.1-2025-04-14,78,780,0.006396,eval
judge,gpt-5-2025-08-07,1744,899,0.01117,eval:judge
solver,gpt-4.1-mini-2025-04-14,1803,387,0.0013404,eval
solver,gpt-4.1-mini-2025-04-14,8329,187,0.0036308,eval
solver,gpt-4.1-mini-2025-04-14,986,672,0.0014696000000000002,eval
judge,gpt-5-2025-08-07,2827,911,0.01264375,eval:judge
solver,gpt-4.1-mini-2025-04-14,135,9,6.840000000000001e-05,eval
external,gpt-4.1-2025-04-14,425,1309,0.011322,eval
external,gpt-4.1-2025-04-14,47,40,0.000414,eval
judge,gpt-5-2025-08-07,1205,515,0.00665625,eval:judge
solver,gpt-4.1-mini-2025-04-14,190,45,0.000148,eval
solver,gpt-4.1-mini-2025-04-14,141,29,0.0001028,eval
external,gpt-4.1-2025-04-14,225,1314,0.010962,eval
solver,gpt-4.1-mini-2025-04-14,3504,1290,0.0034656000000000005,eval
external,gpt-4.1-2025-04-14,67,533,0.004398,eval
judge,gpt-5-2025-08-07,243,535,0.00565375,eval:judge
solver,gpt-4.1-mini-2025-04-14,426,210,0.0005064,eval
solver,gpt-4.1-mini-2025-04-14,709,512,0.0011028000000000001,eval
external,gpt-4.1-2025-04-14,248,286,0.002784,eval
solver,gpt-4.1-mini-2025-04-14,927,277,0.000814,eval
judge,gpt-5-2025-08-07,3405,1031,0.01456625,eval:judge
solver,gpt-4.1-mini-2025-04-14,158,38,0.000124,eval
external,gpt-4.1-2025-04-14,76,194,0.001704,eval
judge,gpt-5-2025-08-07,1023,629,0.00756875,eval:judge
solver,gpt-4.1-mini-2025-04-14,157,28,0.00010760000000000001,eval
judge,gpt-5-2025-08-07,872,463,0.00572,eval:judge
solver,gpt-4.1-mini-2025-04-14,395,95,0.00031,eval
solver,gpt-4.1-mini-2025-04-14,154,35,0.0001176,eval
external,gpt-4.1-2025-04-14,66,283,0.002396,eval
judge,gpt-5-2025-08-07,506,345,0.0040825,eval:judge
solver,gpt-4.1-mini-2025-04-14,474,269,0.00062,eval
solver,gpt-4.1-mini-2025-04-14,296,171,0.000392,eval
external,gpt-4.1-2025-04-14,209,170,0.001778,eval
solver,gpt-4.1-mini-2025-04-14,642,160,0.0005128,eval
external,gpt-4.1-2025-04-14,73,1063,0.00865,eval
judge,gpt-5-2025-08-07,832,1218,0.01322,eval:judge
solver,gpt-4.1-mini-2025-04-14,162,24,0.0001032,eval
external,gpt-4.1-2025-04-14,62,183,0.001588,eval
judge,gpt-5-2025-08-07,624,1103,0.01181,eval:judge
solver,gpt-4.1-mini-2025-04-14,141,14,7.880000000000002e-05,eval
solver,gpt-4.1-mini-2025-04-14,374,38,0.00021040000000000002,eval
external,gpt-4.1-2025-04-14,52,98,0.000888,eval
solver,gpt-4.1-mini-2025-04-14,258,88,0.000244,eval
solver,gpt-4.1-mini-2025-04-14,1258,1391,0.0027288,eval
judge,gpt-5-2025-08-07,260,271,0.003035,eval:judge
solver,gpt-4.1-mini-2025-04-14,140,23,9.28e-05,eval
external,gpt-4.1-2025-04-14,61,88,0.000826,eval
solver,gpt-4.1-mini-2025-04-14,257,93,0.00025160000000000004,eval
judge,gpt-5-2025-08-07,2268,655,0.009385,eval:judge
judge,gpt-5-2025-08-07,305,271,0.00309125,eval:judge
judge,gpt-5-2025-08-07,316,882,0.009215,eval:judge
solver,gpt-4.1-mini-2025-04-14,382,174,0.0004312,eval
solver,gpt-4.1-mini-2025-04-14,148,23,9.6e-05,eval
solver,gpt-4.1-mini-2025-04-14,271,120,0.0003004,eval
external,gpt-4.1-2025-04-14,158,148,0.0015,eval
external,gpt-4.1-2025-04-14,61,227,0.001938,eval
external,gpt-4.1-2025-04-14,212,331,0.003072,eval
solver,gpt-4.1-mini-2025-04-14,544,154,0.000464,eval
solver,gpt-4.1-mini-2025-04-14,403,169,0.00043160000000000003,eval
solver,gpt-4.1-mini-2025-04-14,892,215,0.0007007999999999999,eval
judge,gpt-5-2025-08-07,610,335,0.0041125,eval:judge
judge,gpt-5-2025-08-07,383,463,0.00510875,eval:judge
solver,gpt-4.1-mini-2025-04-14,374,260,0.0005656,eval
external,gpt-4.1-2025-04-14,298,411,0.003884,eval
solver,gpt-4.1-mini-2025-04-14,174,46,0.0001432,eval
external,gpt-4.1-2025-04-14,84,43,0.000512,eval
judge,gpt-5-2025-08-07,963,783,0.00903375,eval:judge
solver,gpt-4.1-mini-2025-04-14,270,43,0.00017680000000000001,eval
solver,gpt-4.1-mini-2025-04-14,1050,298,0.0008968,eval
solver,gpt-4.1-mini,0,0,0.0,eval
solver,gpt-4.1-mini-2025-04-14,199,67,0.00018680000000000001,eval
external,gpt-4.1-2025-04-14,105,138,0.001314,eval
solver,gpt-4.1-mini-2025-04-14,410,117,0.0003512,eval
judge,gpt-5-2025-08-07,447,975,0.01030875,eval:judge
solver,gpt-4.1-mini,0,0,0.0,eval
judge,gpt-5-2025-08-07,441,719,0.00774125,eval:judge
judge,gpt-5-2025-08-07,942,1344,0.0146175,eval:judge
solver,gpt-4.1-mini-2025-04-14,263,125,0.0003052,eval
solver,gpt-4.1-mini-2025-04-14,271,144,0.0003388,eval
external,gpt-4.1-2025-04-14,163,246,0.002294,eval
solver,gpt-4.1-mini-2025-04-14,400,255,0.000568,eval
external,gpt-4.1-2025-04-14,182,183,0.001828,eval
solver,gpt-4.1-mini-2025-04-14,639,199,0.000574,eval
solver,gpt-4.1-mini-2025-04-14,605,186,0.0005396,eval
external,gpt-4.1-2025-04-14,293,306,0.003034,eval
judge,gpt-5-2025-08-07,634,207,0.0028625,eval:judge
solver,gpt-4.1-mini-2025-04-14,967,259,0.0008012000000000001,eval
judge,gpt-5-2025-08-07,663,335,0.00417875,eval:judge
judge,gpt-5-2025-08-07,965,820,0.00940625,eval:judge
solver,gpt-4.1-mini-2025-04-14,9836,1687,0.006633600000000001,eval
judge,gpt-5-2025-08-07,10011,1248,0.02499375,eval:judge
solver,gpt-4.1-mini-2025-04-14,178,45,0.00014319999999999998,reflect:baseline
solver,gpt-4.1-mini-2025-04-14,206,88,0.0002232,reflect:baseline
solver,gpt-4.1-mini-2025-04-14,243,158,0.00035,reflect:baseline
external,gpt-4.1-2025-04-14,83,52,0.000582,reflect:baseline
solver,gpt-4.1-mini-2025-04-14,1467,372,0.001182,reflect:baseline
solver,gpt-4.1-mini-2025-04-14,281,61,0.00021,reflect:baseline
external,gpt-4.1-2025-04-14,196,193,0.001936,reflect:baseline
solver,gpt-4.1-mini-2025-04-14,600,159,0.0004944,reflect:baseline
