role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,230,17,4.47e-05,eval
solver,gpt-4o-mini-2024-07-18,221,139,0.00011654999999999999,eval
solver,gpt-4o-mini-2024-07-18,309,72,8.955e-05,eval
solver,gpt-4o-mini-2024-07-18,421,227,0.00019935,eval
solver,gpt-4o-mini-2024-07-18,244,25,5.16e-05,eval
solver,gpt-4o-mini-2024-07-18,229,147,0.00012255000000000002,eval
solver,gpt-4o-mini-2024-07-18,248,405,0.0002802,eval
solver,gpt-4o-mini-2024-07-18,272,171,0.0001434,eval
solver,gpt-4o-mini-2024-07-18,272,66,8.04e-05,eval
solver,gpt-4o-mini-2024-07-18,319,321,0.00024045,eval
solver,gpt-4o-mini-2024-07-18,307,175,0.00015105,eval
solver,gpt-4o-mini-2024-07-18,234,458,0.00030990000000000005,eval
solver,gpt-4o-mini-2024-07-18,241,7,4.035e-05,eval
solver,gpt-4o-mini-2024-07-18,303,371,0.00026805000000000004,eval
solver,gpt-4o-mini-2024-07-18,297,95,0.00010155,eval
solver,gpt-4o-mini-2024-07-18,240,112,0.0001032,eval
solver,gpt-4o-mini-2024-07-18,225,339,0.00023715000000000002,eval
solver,gpt-4o-mini-2024-07-18,239,137,0.00011805000000000001,eval
solver,gpt-4o-mini-2024-07-18,257,23,5.234999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,257,6,4.215e-05,eval
solver,gpt-4o-mini-2024-07-18,248,135,0.00011819999999999999,eval
solver,gpt-4o-mini-2024-07-18,271,241,0.00018525,eval
solver,gpt-4o-mini-2024-07-18,265,90,9.375e-05,eval
solver,gpt-4o-mini-2024-07-18,226,389,0.00026729999999999994,eval
solver,gpt-4o-mini-2024-07-18,212,38,5.459999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,274,182,0.00015030000000000002,eval
solver,gpt-4o-mini-2024-07-18,214,209,0.0001575,eval
solver,gpt-4o-mini-2024-07-18,327,424,0.00030345,eval
solver,gpt-4o-mini-2024-07-18,248,92,9.24e-05,eval
solver,gpt-4o-mini-2024-07-18,319,285,0.00021885,eval
solver,gpt-4o-mini-2024-07-18,299,192,0.00016005,eval
solver,gpt-4o-mini-2024-07-18,239,486,0.00032744999999999996,eval
solver,gpt-4o-mini-2024-07-18,238,75,8.069999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,249,77,8.355e-05,eval
solver,gpt-4o-mini-2024-07-18,232,707,0.000459,eval
solver,gpt-4o-mini-2024-07-18,215,35,5.325e-05,eval
solver,gpt-4o-mini-2024-07-18,272,383,0.00027059999999999996,eval
solver,gpt-4o-mini-2024-07-18,328,165,0.0001482,eval
solver,gpt-4o-mini-2024-07-18,251,277,0.00020385,eval
solver,gpt-4o-mini-2024-07-18,213,340,0.00023595,eval
solver,gpt-4o-mini-2024-07-18,271,567,0.00038084999999999996,eval
solver,gpt-4o-mini-2024-07-18,312,1091,0.0007014,eval
solver,gpt-4o-mini-2024-07-18,298,74,8.91e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,234,5,3.8100000000000005e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,286,8,4.7699999999999994e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,319,56,8.145e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,219,100,9.285e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,307,97,0.00010425,reflect:baseline
solver,gpt-4o-mini-2024-07-18,295,41,6.884999999999999e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,227,146,0.00012164999999999999,reflect:baseline
solver,gpt-4o-mini-2024-07-18,270,46,6.809999999999999e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,245,122,0.00010995,reflect:baseline
solver,gpt-4o-mini-2024-07-18,304,85,9.659999999999999e-05,reflect:baseline
solver,gpt-4o-mini-2024-07-18,259,118,0.00010965000000000001,reflect:baseline
solver,gpt-4o-mini-2024-07-18,217,165,0.00013155,reflect:baseline
solver,gpt-4o-mini-2024-07-18,313,332,0.00024615,reflect:baseline
solver,gpt-4o-mini-2024-07-18,236,118,0.00010619999999999999,reflect:baseline
solver,gpt-4o-mini-2024-07-18,255,145,0.00012525,reflect:baseline
solver,gpt-4o-mini-2024-07-18,226,439,0.00029729999999999996,reflect:baseline
solver,gpt-4o-mini-2024-07-18,221,182,0.00014235,reflect:baseline
solver,gpt-4o-mini-2024-07-18,259,523,0.00035265000000000003,reflect:baseline
solver,gpt-4o-mini-2024-07-18,273,274,0.00020535,reflect:baseline
solver,gpt-4o-mini-2024-07-18,247,5,4.005e-05,reflect:baseline-val
solver,gpt-4o-mini,0,0,0.0,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,214,54,6.45e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,306,69,8.73e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,358,160,0.00014969999999999998,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,248,168,0.000138,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,245,26,5.235e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,283,41,6.705e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,308,131,0.00012479999999999997,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,229,418,0.00028514999999999997,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,273,192,0.00015614999999999997,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,285,102,0.00010394999999999999,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,260,260,0.000195,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,217,370,0.00025455000000000003,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,312,27,6.3e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,322,359,0.0002637,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,328,81,9.779999999999999e-05,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,274,475,0.0003261,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,252,403,0.00027959999999999997,reflect:baseline-val
solver,gpt-4o-mini-2024-07-18,265,786,0.0005113499999999999,reflect:baseline-val
optimizer,gpt-5-2025-08-07,5918,3212,0.0395175,reflect:rewrite-r1
solver,gpt-4o-mini-2024-07-18,333,8,5.4749999999999996e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,281,5,4.515e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,351,89,0.00010605,reflect:round1
solver,gpt-4o-mini-2024-07-18,345,75,9.675e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,274,91,9.570000000000001e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,366,51,8.55e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,354,98,0.00011190000000000001,reflect:round1
solver,gpt-4o-mini-2024-07-18,266,100,9.99e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,342,41,7.589999999999999e-05,reflect:round1
solver,gpt-4o-mini-2024-07-18,317,46,7.515e-05,reflect:round1
