role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,137,71,6.315e-05,eval
solver,gpt-4o-mini-2024-07-18,143,70,6.345e-05,eval
solver,gpt-4o-mini-2024-07-18,154,78,6.989999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,135,60,5.625e-05,eval
solver,gpt-4o-mini-2024-07-18,135,63,5.8049999999999995e-05,eval
solver,gpt-4o-mini-2024-07-18,149,83,7.214999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,145,80,6.975e-05,eval
solver,gpt-4o-mini-2024-07-18,153,97,8.115e-05,eval
solver,gpt-4o-mini-2024-07-18,156,92,7.86e-05,eval
solver,gpt-4o-mini-2024-07-18,151,89,7.604999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,147,101,8.264999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,148,73,6.6e-05,eval
solver,gpt-4o-mini-2024-07-18,145,66,6.135e-05,eval
solver,gpt-4o-mini-2024-07-18,167,74,6.945000000000001e-05,eval
solver,gpt-4o-mini-2024-07-18,151,75,6.765e-05,eval
solver,gpt-4o-mini-2024-07-18,140,70,6.3e-05,eval
solver,gpt-4o-mini-2024-07-18,142,86,7.290000000000001e-05,eval
solver,gpt-4o-mini-2024-07-18,146,69,6.33e-05,eval
solver,gpt-4o-mini-2024-07-18,141,109,8.654999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,141,75,6.615000000000001e-05,eval
solver,gpt-4o-mini-2024-07-18,145,63,5.955e-05,eval
solver,gpt-4o-mini-2024-07-18,152,89,7.620000000000001e-05,eval
solver,gpt-4o-mini-2024-07-18,152,90,7.68e-05,eval
solver,gpt-4o-mini-2024-07-18,152,75,6.78e-05,eval
solver,gpt-4o-mini-2024-07-18,154,69,6.45e-05,eval
solver,gpt-4o-mini-2024-07-18,138,75,6.57e-05,eval
solver,gpt-4o-mini-2024-07-18,146,76,6.75e-05,eval
solver,gpt-4o-mini-2024-07-18,137,58,5.535e-05,eval
solver,gpt-4o-mini-2024-07-18,142,78,6.809999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,140,66,6.06e-05,eval
solver,gpt-4o-mini-2024-07-18,168,68,6.6e-05,eval
solver,gpt-4o-mini-2024-07-18,139,93,7.664999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,147,106,8.565e-05,eval
solver,gpt-4o-mini-2024-07-18,143,68,6.225e-05,eval
solver,gpt-4o-mini-2024-07-18,135,70,6.225e-05,eval
solver,gpt-4o-mini-2024-07-18,170,72,6.869999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,145,72,6.494999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,146,73,6.569999999999998e-05,eval
solver,gpt-4o-mini-2024-07-18,140,71,6.36e-05,eval
solver,gpt-4o-mini-2024-07-18,142,66,6.09e-05,eval
solver,gpt-4o-mini-2024-07-18,157,71,6.615000000000001e-05,eval
solver,gpt-4o-mini-2024-07-18,142,82,7.05e-05,eval
solver,gpt-4o-mini-2024-07-18,137,55,5.3549999999999994e-05,eval
solver,gpt-4o-mini-2024-07-18,146,92,7.709999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,144,90,7.56e-05,eval
solver,gpt-4o-mini-2024-07-18,138,54,5.3099999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,135,61,5.685e-05,eval
solver,gpt-4o-mini-2024-07-18,152,90,7.68e-05,eval
solver,gpt-4o-mini-2024-07-18,145,89,7.515000000000001e-05,eval
solver,gpt-4o-mini-2024-07-18,144,74,6.6e-05,eval
solver,gpt-4o-mini-2024-07-18,141,69,6.255e-05,eval
solver,gpt-4o-mini-2024-07-18,140,74,6.54e-05,eval
solver,gpt-4o-mini-2024-07-18,144,69,6.3e-05,eval
solver,gpt-4o-mini-2024-07-18,139,68,6.165e-05,eval
solver,gpt-4o-mini-2024-07-18,144,65,6.0599999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,148,62,5.9399999999999994e-05,eval
solver,gpt-4o-mini-2024-07-18,140,53,5.2799999999999996e-05,eval
solver,gpt-4o-mini-2024-07-18,138,82,6.989999999999999e-05,eval
solver,gpt-4o-mini-2024-07-18,143,101,8.205e-05,eval
solver,gpt-4o-mini-2024-07-18,137,52,5.175e-05,train
