role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4o-mini-2024-07-18,763,91,0.00016905000000000002,eval
solver,gpt-4o-mini-2024-07-18,764,107,0.0001788,eval
solver,gpt-4o-mini-2024-07-18,775,110,0.00018225,eval
solver,gpt-4o-mini-2024-07-18,769,102,0.00017654999999999998,eval
solver,gpt-4o-mini-2024-07-18,771,113,0.00018345,eval
solver,gpt-4o-mini-2024-07-18,771,129,0.00019304999999999998,eval
solver,gpt-4o-mini-2024-07-18,767,119,0.00018644999999999998,eval
solver,gpt-4o-mini-2024-07-18,768,101,0.0001758,eval
solver,gpt-4o-mini-2024-07-18,772,129,0.00019319999999999998,eval
solver,gpt-4o-mini-2024-07-18,773,93,0.00017175,eval
solver,gpt-4o-mini-2024-07-18,766,118,0.0001857,eval
solver,gpt-4o-mini-2024-07-18,768,82,0.00016439999999999998,eval
solver,gpt-4o-mini-2024-07-18,763,101,0.00017505,eval
solver,gpt-4o-mini-2024-07-18,768,111,0.00018179999999999997,eval
solver,gpt-4o-mini-2024-07-18,763,96,0.00017205,eval
solver,gpt-4o-mini-2024-07-18,779,114,0.00018525,eval
solver,gpt-4o-mini-2024-07-18,781,119,0.00018854999999999998,eval
solver,gpt-4o-mini-2024-07-18,763,112,0.00018165,eval
solver,gpt-4o-mini-2024-07-18,766,119,0.00018629999999999997,eval
solver,gpt-4o-mini-2024-07-18,769,109,0.00018075,eval
solver,gpt-4o-mini-2024-07-18,769,90,0.00016935,eval
solver,gpt-4o-mini-2024-07-18,770,107,0.00017969999999999998,eval
solver,gpt-4o-mini-2024-07-18,770,116,0.0001851,eval
solver,gpt-4o-mini-2024-07-18,773,97,0.00017414999999999998,eval
solver,gpt-4o-mini-2024-07-18,777,122,0.00018975,eval
solver,gpt-4o-mini-2024-07-18,766,82,0.0001641,eval
solver,gpt-4o-mini-2024-07-18,768,68,0.000156,eval
solver,gpt-4o-mini-2024-07-18,774,188,0.00022889999999999998,eval
solver,gpt-4o-mini-2024-07-18,768,229,0.0002526,eval
solver,gpt-4o-mini-2024-07-18,774,136,0.00019769999999999998,eval
solver,gpt-4o-mini-2024-07-18,766,64,0.00015329999999999999,eval
solver,gpt-4o-mini-2024-07-18,770,103,0.0001773,eval
solver,gpt-4o-mini-2024-07-18,767,138,0.00019784999999999998,eval
solver,gpt-4o-mini-2024-07-18,769,70,0.00015735,eval
solver,gpt-4o-mini-2024-07-18,771,144,0.00020204999999999998,eval
solver,gpt-4o-mini-2024-07-18,780,156,0.0002106,eval
solver,gpt-4o-mini-2024-07-18,774,114,0.0001845,eval
solver,gpt-4o-mini-2024-07-18,768,74,0.0001596,eval
solver,gpt-4o-mini-2024-07-18,774,70,0.0001581,eval
solver,gpt-4o-mini-2024-07-18,765,73,0.00015855,eval
solver,gpt-4o-mini-2024-07-18,782,90,0.00017130000000000002,eval
solver,gpt-4o-mini-2024-07-18,795,95,0.00017625,eval
solver,gpt-4o-mini-2024-07-18,773,152,0.00020714999999999997,eval
solver,gpt-4o-mini-2024-07-18,776,82,0.0001656,eval
solver,gpt-4o-mini-2024-07-18,770,87,0.00016769999999999998,eval
solver,gpt-4o-mini-2024-07-18,765,109,0.00018015,eval
solver,gpt-4o-mini-2024-07-18,772,91,0.0001704,eval
solver,gpt-4o-mini-2024-07-18,768,126,0.00019079999999999998,eval
solver,gpt-4o-mini-2024-07-18,780,92,0.00017219999999999998,eval
solver,gpt-4o-mini-2024-07-18,782,136,0.00019889999999999998,eval
solver,gpt-4o-mini-2024-07-18,776,76,0.000162,eval
solver,gpt-4o-mini-2024-07-18,765,75,0.00015975,eval
solver,gpt-4o-mini-2024-07-18,763,80,0.00016245,eval
solver,gpt-4o-mini-2024-07-18,773,109,0.00018134999999999996,eval
solver,gpt-4o-mini-2024-07-18,772,113,0.0001836,eval
solver,gpt-4o-mini-2024-07-18,776,107,0.0001806,eval
solver,gpt-4o-mini-2024-07-18,768,75,0.0001602,eval
solver,gpt-4o-mini-2024-07-18,768,93,0.000171,eval
solver,gpt-4o-mini-2024-07-18,784,212,0.0002448,eval
