role,model,prompt_tokens,completion_tokens,cost_usd,purpose
solver,gpt-4.1-mini-2025-04-14,178,1241,0.0020568,eval
solver,gpt-4.1-mini-2025-04-14,137,1545,0.0025268,eval
solver,gpt-4.1-mini-2025-04-14,189,2016,0.0033012000000000002,eval
solver,gpt-4.1-mini-2025-04-14,234,2572,0.0042088,eval
solver,gpt-4.1-mini-2025-04-14,346,1303,0.0022232000000000003,eval
solver,gpt-4.1-mini-2025-04-14,311,3988,0.0065052,eval
solver,gpt-4.1-mini-2025-04-14,197,2988,0.0048596,eval
solver,gpt-4.1-mini-2025-04-14,207,5161,0.0083404,eval
solver,gpt-4.1-mini-2025-04-14,129,1141,0.0018772,eval
solver,gpt-4.1-mini-2025-04-14,191,3309,0.0053708,eval
solver,gpt-4.1-mini-2025-04-14,295,6940,0.011222,eval
solver,gpt-4.1-mini-2025-04-14,161,3033,0.0049172,eval
solver,gpt-4.1-mini-2025-04-14,177,6924,0.011149200000000001,eval
solver,gpt-4.1-mini-2025-04-14,175,922,0.0015452,eval
solver,gpt-4.1-mini-2025-04-14,342,3431,0.0056264,eval
solver,gpt-4.1-mini-2025-04-14,194,1215,0.0020215999999999997,eval
solver,gpt-4.1-mini-2025-04-14,186,2363,0.0038552000000000005,eval
solver,gpt-4.1-mini-2025-04-14,311,4938,0.0080252,eval
solver,gpt-4.1-mini-2025-04-14,166,2999,0.0048648,eval
solver,gpt-4.1-mini-2025-04-14,150,1216,0.0020056,eval
solver,gpt-4.1-mini-2025-04-14,208,1123,0.0018800000000000002,eval
solver,gpt-4.1-mini-2025-04-14,219,5134,0.008302,eval
solver,gpt-4.1-mini-2025-04-14,276,1533,0.0025632000000000003,eval
solver,gpt-4.1-mini-2025-04-14,162,1903,0.0031096000000000006,eval
solver,gpt-4.1-mini-2025-04-14,150,2193,0.0035688,eval
solver,gpt-4.1-mini-2025-04-14,318,12637,0.0203464,eval
solver,gpt-4.1-mini-2025-04-14,167,5109,0.0082412,eval
solver,gpt-4.1-mini-2025-04-14,221,16000,0.0256884,eval
solver,gpt-4.1-mini-2025-04-14,222,16000,0.025688799999999998,eval
solver,gpt-4.1-mini-2025-04-14,196,16000,0.0256784,eval
